PWS ID,PWS Name,Contaminant,MCL,Location Has a Full Set of Results,Average Above MCL,Average Result,Facility ID,Facility Name,Sample Point ID,Sample Point Name,PWS Size,Facility Water Type,Sample Point Type,EPA Region,State
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.005,90204,Spring Valley TP,EP002,SVWF Airstripper Effluent,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0069,90205,SW14/13 Nanuet TP,EP014,SW14/13 Nanuet Efflluent,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.007,90207,Tappan TP (Wells 16 & 20),EP016,SW16/20 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0049,90214,Viola TP (Wells 28 & 106),EP028,SW28/106 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0065,90216,Monsey TP (Well 30),EP030,SW30 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0073,90218,Wesel Road TP (Well 32),EP032,SW32 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0068,90223,Saddle River TP (Well 53),EP053,SW53 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0088,90224,Nottingham TP (Well 55),EP055,SW55 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0055,90225,Willow Tree TP (Well 56),EP056,SW56 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0099,90227,Pascack TP (Well 65),EP065,SW65 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0083,90228,Elmwood TP (Well 66),EP066,SW66 Elmwood Well Effluent,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0078,90229,Grandview TP (Wells 67 & 78),EP067,SW67/78 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.01,90231,Pinebrook TP (Well 69),EP069,SW69 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0084,90234,Rustic Drive TP (Well 72),EP072,SW72 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0063,90235,Lake Shore TP (Well 73),EP073,SW73 Entry Point,L,GW,EP,Region 2,NY
NY4303673,Veolia Water NY,PFOA,0.0040 æg/L,Y,Y,0.0055,90239,Eckerson TP (Well 82),EP082,SW82 Entry Point,L,GW,EP,Region 2,NY
NY5001209,CORNING CITY,PFOA,0.0040 æg/L,Y,Y,0.0061,90001,Treatment Plant for Wells #1 & #2,EP001,Wells #1 & #2 Entry Point,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.0054,00533,Pierson St. Wellfield,00533EP,Pierson St. #3,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.0047,00547,Hallock Ave. Wellfield,00547EP,Hallock Ave. #2,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.0047,00615,Daniel Webster Dr. Wellfield,00615EP,Daniel Webster Dr. #1,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.0046,00617,Dare Rd. Wellfield,00617EP,Dare Rd. #2,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.0056,00628,William Floyd Pkwy. Wellfield,00628EP,William Floyd Pkwy. #3A,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.0054,00658,Wheat Path Wellfield,00658EP,Wheat Path #1,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.0058,00664,Boyle Rd. South Wellfield,00664EP,Boyle Rd. South #1,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.0061,10426,Horseblock Rd. Int. Wellfield,00426EP1,Horseblock Rd. #2,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.005,10454,Station Rd. Int. Wellfield,00454EP1,Station Rd. #3A,L,GW,EP,Region 2,NY
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.012,10454,Station Rd. Int. Wellfield,00454EP1,Station Rd. #3A,L,GW,EP,Region 2,NY
NY5903150,YESHIVA FARM SETTLEMENT,Hazard Index (HI),1 (unitless),Y,Y,5,20001,Control Room,EP001,Control Room,S,GU,EP,Region 2,NY
NY5903150,YESHIVA FARM SETTLEMENT,PFHxS,0.01 æg/L,Y,Y,0.05,20001,Control Room,EP001,Control Room,S,GU,EP,Region 2,NY
NY5903150,YESHIVA FARM SETTLEMENT,PFOA,0.0040 æg/L,Y,Y,0.025,20001,Control Room,EP001,Control Room,S,GU,EP,Region 2,NY
NY5903150,YESHIVA FARM SETTLEMENT,PFOS,0.0040 æg/L,Y,Y,0.094,20001,Control Room,EP001,Control Room,S,GU,EP,Region 2,NY
NY5917221,HERITAGE HILLS WATERWORKS CORP,PFOA,0.0040 æg/L,Y,Y,0.0062,DS0001,HERITAGE HILLS WATER,EP01,ENTRY POINT,S,GW,EP,Region 2,NY
NY5917221,HERITAGE HILLS WATERWORKS CORP,PFOS,0.0040 æg/L,Y,Y,0.0057,DS0001,HERITAGE HILLS WATER,EP01,ENTRY POINT,S,GW,EP,Region 2,NY
OH0700011,"BARNESVILLE, OH",PFOA,0.0040 æg/L,Y,Y,0.0065,752965,BARNESVILLE,EP001,"BARNESVILLE, VILLAGE",S,SW,EP,Region 5,OH
OH1300812,LOVELAND CITY PWS,PFOS,0.0040 æg/L,Y,Y,0.016,53371,Loveland WTP,EP001,Entry Point to Dist. System,L,GW,EP,Region 5,OH
OH2903012,YELLOW SPRINGS VILLAGE PWS,PFOS,0.0040 æg/L,Y,Y,0.0046,2954598,YELLOW SPRINGS VILLAGE PWS,EP001,"YELLOW SPRINGS, VILL",S,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,Hazard Index (HI),1 (unitless),Y,Y,2,54600,Treatment Plant 1630 (STU 1)(Wells 1-2 & 4-5),EP001,WTP 1630 (BLDG 20085A) Finished water tap,L,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,PFHxS,0.01 æg/L,Y,Y,0.02,54600,Treatment Plant 1630 (STU 1)(Wells 1-2 & 4-5),EP001,WTP 1630 (BLDG 20085A) Finished water tap,L,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,PFOA,0.0040 æg/L,Y,Y,0.0054,54600,Treatment Plant 1630 (STU 1)(Wells 1-2 & 4-5),EP001,WTP 1630 (BLDG 20085A) Finished water tap,L,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,PFOS,0.0040 æg/L,Y,Y,0.014,54600,Treatment Plant 1630 (STU 1)(Wells 1-2 & 4-5),EP001,WTP 1630 (BLDG 20085A) Finished water tap,L,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,Hazard Index (HI),1 (unitless),Y,Y,2,60515,Softening Plant 453 (STU 2)(from STU 1),EP002,WSP 453 (20453) Finished water tap,L,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,PFHxS,0.01 æg/L,Y,Y,0.02,60515,Softening Plant 453 (STU 2)(from STU 1),EP002,WSP 453 (20453) Finished water tap,L,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,PFOA,0.0040 æg/L,Y,Y,0.0055,60515,Softening Plant 453 (STU 2)(from STU 1),EP002,WSP 453 (20453) Finished water tap,L,GW,EP,Region 5,OH
OH2903312,WRIGHT-PATTERSON AFB AREA B PWS,PFOS,0.0040 æg/L,Y,Y,0.014,60515,Softening Plant 453 (STU 2)(from STU 1),EP002,WSP 453 (20453) Finished water tap,L,GW,EP,Region 5,OH
OH3101112,INDIAN HILL CITY PWS,PFOS,0.0040 æg/L,Y,Y,0.012,3154752,INDIAN HILL CITY PWS,EP001,Entry Point to Dist. System,L,GW,EP,Region 5,OH
OH3102612,CINCINNATI PUBLIC WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0052,54755,Bolton Plant (54745),EP002,Entry Point to Dist. System,L,GW,EP,Region 5,OH
OH5701315,MONTGOMERY COUNTY WATER SERVICES 1 PWS,PFOS,0.0040 æg/L,Y,Y,0.0048,56624,Dayton-Ottawa Interconnection,EP001,DM-1 2000 Carillon Blvd.,L,GU,EP,Region 5,OH
OH5703512,DAYTON PUBLIC WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0075,5756619,Ottawa TP,EP001,Ottawa Plant Entry Point,L,GU,EP,Region 5,OH
OH5750615,GRANDVIEW MEDICAL CENTER PWS,PFOS,0.0040 æg/L,Y,Y,0.0066,5762458,Grandview Medical Center,EP001,Post Treatment Entry Point Sample Tap,S,GU,EP,Region 5,OH
OH7802003,MCDONALD VILLAGE PWS,PFOS,0.0040 æg/L,Y,Y,0.017,7859129,MVSD interconnection,EP001,Meter pit sample tap,S,SW,EP,Region 5,OH
OH8300512,WESTERN WATER COMPANY,PFOS,0.0040 æg/L,Y,Y,0.0058,10001,Cincinnatti Connection (5M GV Booster Station),EP001,Entry Point to Dist. System,L,SW,EP,Region 5,OH
OH8300512,WESTERN WATER COMPANY,PFOS,0.0040 æg/L,Y,Y,0.0098,59486,Western Water WTP,TP001,Entry Point to Dist. System,L,GW,EP,Region 5,OH
OH8400712,PUTNAM COMMUNITY WATER ASSOCIATION PWS,PFOA,0.0040 æg/L,Y,Y,0.015,101,Putnam Water,EP001,Plant Tap,S,GW,EP,Region 5,OH
OH8402703,WARREN COMM W AND S ASSN 2,PFOA,0.0040 æg/L,Y,Y,0.01,8459547,WARREN COMM W AND S ASSN 2,EP001,WARREN COMM W&S ASSN,S,GW,EP,Region 5,OH
OK1021508,BROKEN ARROW MUNICIPAL AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.017,90001,Water TP,TP001,Entry Point to Dist. System,L,SW,EP,Region 6,OK
OK1021528,WAGONER CO. RWD #5,PFOS,0.0040 æg/L,Y,Y,0.015,TP001,WAGONER CO. RWD #5,TP001,WAGONER CO RWD #5 WT,S,SW,EP,Region 6,OK
OK1021529,WAGONER CO. RWD #4,PFOS,0.0040 æg/L,Y,Y,0.017,90001,Water TP,TP001,Entry Point to Dist. System,L,SW,EP,Region 6,OK
OR4100100,BEND WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.006,00007,Copperstone Well #1 (Aubrey Glen),0007,Entry Point to Dist. System,L,GW,EP,Region 10,OR
OR4100262,"DUNDEE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0048,EPE,Well 9,EPE,Well 9,S,GW,EP,Region 10,OR
OR4100372,"HERMISTON, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0062,00003,Well #5 (Harper Rd.),00003,Entry Point to Dist. System,L,GW,EP,Region 10,OR
OR4100508,MARCOLA WATER DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0063,20003,Spicer Well,EPF,Spicer Well,S,GW,EP,Region 10,OR
PA1090005,AQUA PA CHALFONT,PFOA,0.0040 æg/L,Y,Y,0.0069,105,WELL #14,EP105,WELL #14 EP,S,GW,EP,Region 3,PA
PA1090005,AQUA PA CHALFONT,PFOS,0.0040 æg/L,Y,Y,0.0075,105,WELL #14,EP105,WELL #14 EP,S,GW,EP,Region 3,PA
PA1090043,NEWTOWN ARTESIAN WATER CO,PFOA,0.0040 æg/L,Y,Y,0.011,00101,Wells #4 - #5 Treatment,101,Wells #4 - #5 Finished Water,L,GW,EP,Region 3,PA
PA1090043,NEWTOWN ARTESIAN WATER CO,PFOS,0.0040 æg/L,Y,Y,0.0065,00101,Wells #4 - #5 Treatment,101,Wells #4 - #5 Finished Water,L,GW,EP,Region 3,PA
PA1090043,NEWTOWN ARTESIAN WATER CO,PFOA,0.0040 æg/L,Y,Y,0.011,00102,Well #6 Treatment,102,Well #6 Finished Water,L,GW,EP,Region 3,PA
PA1090043,NEWTOWN ARTESIAN WATER CO,PFOS,0.0040 æg/L,Y,Y,0.0064,00102,Well #6 Treatment,102,Well #6 Finished Water,L,GW,EP,Region 3,PA
PA1090063,UPPER SOUTHAMPTON MUN AUTH,PFOA,0.0040 æg/L,Y,Y,0.013,00103,Well #7 Plant,103,Well #7 Finished Water,L,GW,EP,Region 3,PA
PA1090063,UPPER SOUTHAMPTON MUN AUTH,PFOS,0.0040 æg/L,Y,Y,0.015,00103,Well #7 Plant,103,Well #7 Finished Water,L,GW,EP,Region 3,PA
PA1090074,PA AMERICAN WATER CO YARDLEY,PFOA,0.0040 æg/L,Y,Y,0.0081,00104,Highland Dr. WTP,104,Highland Dr. Finished Water,L,GW,EP,Region 3,PA
PA1090074,PA AMERICAN WATER CO YARDLEY,PFOS,0.0040 æg/L,Y,Y,0.0051,00104,Highland Dr. WTP,104,Highland Dr. Finished Water,L,GW,EP,Region 3,PA
PA1090074,PA AMERICAN WATER CO YARDLEY,PFOA,0.0040 æg/L,Y,Y,0.0086,00107,College Ave. WTP,107,College Ave. Finished Water,L,GW,EP,Region 3,PA
PA1090074,PA AMERICAN WATER CO YARDLEY,PFOS,0.0040 æg/L,Y,Y,0.006,00107,College Ave. WTP,107,College Ave. Finished Water,L,GW,EP,Region 3,PA
PA1090962,BUCKS COUNTY COMMUNITY COLLEGE,PFOA,0.0040 æg/L,Y,Y,0.0064,100,BOILER BDG WELLS 1 2,E,Entry Point,S,GW,EP,Region 3,PA
PA1150035,AQUA PA UWCHLAN,PFOA,0.0040 æg/L,Y,Y,0.0078,00102,Robert Dean TP,102,Robert Dean Finished Water,L,GW,EP,Region 3,PA
PA1150035,AQUA PA UWCHLAN,PFOA,0.0040 æg/L,Y,Y,0.0065,00104,Stonehedge TP,104,Stonehedge Finished Water,L,GW,EP,Region 3,PA
PA1150035,AQUA PA UWCHLAN,PFOS,0.0040 æg/L,Y,Y,0.0044,00104,Stonehedge TP,104,Stonehedge Finished Water,L,GW,EP,Region 3,PA
PA1150035,AQUA PA UWCHLAN,PFOA,0.0040 æg/L,Y,Y,0.0066,00105,Saybrook TP,105,Saybrook Finished Water,L,GW,EP,Region 3,PA
PA1150035,AQUA PA UWCHLAN,PFOS,0.0040 æg/L,Y,Y,0.0069,00105,Saybrook TP,105,Saybrook Finished Water,L,GW,EP,Region 3,PA
PA1150089,AQUA PA SPRING RUN,PFOA,0.0040 æg/L,Y,Y,0.0064,101,BRADFORD GLEN,E101,Entry Point 101 - BRADFORD GLEN,S,GW,EP,Region 3,PA
PA1150089,AQUA PA SPRING RUN,PFOA,0.0040 æg/L,Y,Y,0.0049,102,BRANDYWINE GREEN,E102,Entry Point 102 - BRANDYWINE GREEN,S,GW,EP,Region 3,PA
PA1150098,AQUA PA WEST CHESTER,PFOA,0.0040 æg/L,Y,Y,0.0053,00105,Willowdale TP,105,Willowdale Finished Water,L,GW,EP,Region 3,PA
PA1150108,KENNETT SQUARE MUN WATER WORKS,PFOA,0.0040 æg/L,Y,Y,0.012,102,YEATMAN WELL,E,Yeatman Well Sample Tap,S,SW,EP,Region 3,PA
PA1150108,KENNETT SQUARE MUN WATER WORKS,PFOS,0.0040 æg/L,Y,Y,0.009,102,YEATMAN WELL,E,Yeatman Well Sample Tap,S,SW,EP,Region 3,PA
PA1150137,AQUA PA FRIENDSHIP,PFOA,0.0040 æg/L,Y,Y,0.0061,101,FRIENDSHIP PUMPHOUSE,E,Entry Point,S,GW,EP,Region 3,PA
PA1150137,AQUA PA FRIENDSHIP,PFOS,0.0040 æg/L,Y,Y,0.0088,101,FRIENDSHIP PUMPHOUSE,E,Entry Point,S,GW,EP,Region 3,PA
PA1150137,AQUA PA FRIENDSHIP,PFOA,0.0040 æg/L,Y,Y,0.0061,102,KIMBERWICK PUMPHOUSE,E,Entry Point,S,GW,EP,Region 3,PA
PA1150137,AQUA PA FRIENDSHIP,PFOS,0.0040 æg/L,Y,Y,0.0044,102,KIMBERWICK PUMPHOUSE,E,Entry Point,S,GW,EP,Region 3,PA
PA1150137,AQUA PA FRIENDSHIP,PFOA,0.0040 æg/L,Y,Y,0.0073,104,CULBERTSON RUN,E,Entry Point,S,GW,EP,Region 3,PA
PA1150137,AQUA PA FRIENDSHIP,PFOS,0.0040 æg/L,Y,Y,0.0085,104,CULBERTSON RUN,E,Entry Point,S,GW,EP,Region 3,PA
PA1150137,AQUA PA FRIENDSHIP,PFOS,0.0040 æg/L,Y,Y,0.0044,105,CROSSKEYS,E,Entry Point,S,GW,EP,Region 3,PA
PA1150166,PA AMERICAN ROYERSFORD,PFOA,0.0040 æg/L,Y,Y,0.0068,00102,Well #1 Treatment,102,Well #1 Finished Water,L,GW,EP,Region 3,PA
PA1150166,PA AMERICAN ROYERSFORD,PFOS,0.0040 æg/L,Y,Y,0.0054,00102,Well #1 Treatment,102,Well #1 Finished Water,L,GW,EP,Region 3,PA
PA1150166,PA AMERICAN ROYERSFORD,PFOA,0.0040 æg/L,Y,Y,0.0046,00103,Well #3 Treatment,103,Well #3 Finished Water,L,GW,EP,Region 3,PA
PA1150166,PA AMERICAN ROYERSFORD,PFOS,0.0040 æg/L,Y,Y,0.0054,00103,Well #3 Treatment,103,Well #3 Finished Water,L,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOA,0.0040 æg/L,Y,Y,0.0077,101,"WELL 1,3,4,7",E,"Well 1, 3, 4, 7 Entry Point",S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOS,0.0040 æg/L,Y,Y,0.0082,101,"WELL 1,3,4,7",E,"Well 1, 3, 4, 7 Entry Point",S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOA,0.0040 æg/L,Y,Y,0.0088,102,WELL 5,E,Well 5 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOS,0.0040 æg/L,Y,Y,0.0076,102,WELL 5,E,Well 5 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOA,0.0040 æg/L,Y,Y,0.0099,104,WELL 8,E,Well 8 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOS,0.0040 æg/L,Y,Y,0.011,104,WELL 8,E,Well 8 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOA,0.0040 æg/L,Y,Y,0.0088,106,WELL 10,E,Well 10 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOS,0.0040 æg/L,Y,Y,0.0092,106,WELL 10,E,Well 10 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOA,0.0040 æg/L,Y,Y,0.013,108,WELL 12,E,Well 12 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOS,0.0040 æg/L,Y,Y,0.01,108,WELL 12,E,Well 12 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOA,0.0040 æg/L,Y,Y,0.016,109,WELL 14,E,Well 14 Entry Point,S,GW,EP,Region 3,PA
PA1460022,COLLEGEVILLE TRAPPE JOINT PWD,PFOS,0.0040 æg/L,Y,Y,0.0097,109,WELL 14,E,Well 14 Entry Point,S,GW,EP,Region 3,PA
PA1460028,AQUA PA HATBORO,PFOA,0.0040 æg/L,Y,Y,0.016,00103,Well #8 Treatment,103,Well #8 Finished Water,L,GW,EP,Region 3,PA
PA1460028,AQUA PA HATBORO,PFOS,0.0040 æg/L,Y,Y,0.019,00103,Well #8 Treatment,103,Well #8 Finished Water,L,GW,EP,Region 3,PA
PA1460033,HORSHAM WATER&SEWER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.0076,00115,Well #21 Treatment,115,Well #21 Finished Water,L,GW,EP,Region 3,PA
PA1460033,HORSHAM WATER&SEWER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.0063,00115,Well #21 Treatment,115,Well #21 Finished Water,L,GW,EP,Region 3,PA
PA1460042,SCHWENKSVILLE BOROUGH AUTH,PFOS,0.0040 æg/L,Y,Y,0.0041,101,WELL 3,E,Well 3 Entry Point,S,GW,EP,Region 3,PA
PA1460042,SCHWENKSVILLE BOROUGH AUTH,PFOA,0.0040 æg/L,Y,Y,0.0052,102,WELL 4,E,Well 4 Entry Point,S,GW,EP,Region 3,PA
PA1460042,SCHWENKSVILLE BOROUGH AUTH,PFOS,0.0040 æg/L,Y,Y,0.008,102,WELL 4,E,Well 4 Entry Point,S,GW,EP,Region 3,PA
PA1460042,SCHWENKSVILLE BOROUGH AUTH,PFOS,0.0040 æg/L,Y,Y,0.0054,103,WELL 5,E,Well 5 Entry Point,S,GW,EP,Region 3,PA
PA1460069,AQUA PA PERKIOMEN TOWNSHIP,PFOA,0.0040 æg/L,Y,Y,0.0077,101,RAHNS SYSTEM,E,Rahns System Entry Point,S,GW,EP,Region 3,PA
PA1460069,AQUA PA PERKIOMEN TOWNSHIP,PFOS,0.0040 æg/L,Y,Y,0.0062,101,RAHNS SYSTEM,E,Rahns System Entry Point,S,GW,EP,Region 3,PA
PA1460069,AQUA PA PERKIOMEN TOWNSHIP,PFOA,0.0040 æg/L,Y,Y,0.0058,102,CRANBERRY #2,E,Cranberry #2 Entry Point,S,GW,EP,Region 3,PA
PA1460069,AQUA PA PERKIOMEN TOWNSHIP,PFOS,0.0040 æg/L,Y,Y,0.0063,102,CRANBERRY #2,E,Cranberry #2 Entry Point,S,GW,EP,Region 3,PA
PA1460069,AQUA PA PERKIOMEN TOWNSHIP,PFOS,0.0040 æg/L,Y,Y,0.006,105,MYERS WELL,E,Myers Well Entry Point,S,GW,EP,Region 3,PA
PA2400076,SUEZ WATER PA DALLAS,PFOS,0.0040 æg/L,Y,Y,0.0076,101,SCHOOLEY BLDG,E,Schooley Bldg Entry Point,S,GW,EP,Region 3,PA
PA2400076,SUEZ WATER PA DALLAS,PFOS,0.0040 æg/L,Y,Y,0.0057,102,SNYDER WELL TAP,E,Snyder Well Sample Tap,S,GW,EP,Region 3,PA
PA2400076,SUEZ WATER PA DALLAS,PFOS,0.0040 æg/L,Y,Y,0.0053,103,BUNN WELL HOUSE,E,Bunn Well House Entry Point,S,GW,EP,Region 3,PA
PA2400115,EEI MEADOWS COMPLEX,PFOS,0.0040 æg/L,Y,Y,0.0054,101,FIRST TAP,E,Entry Point,S,GW,EP,Region 3,PA
PA2400370,LEHMAN JACKSON ELEMENTARY,PFOS,0.0040 æg/L,Y,Y,0.0052,20001,Lehman Jackson Elem.,EP001,Cafeteria Sink,S,GW,EP,Region 3,PA
PA2660014,TUNKHANNOCK BORO MUNIC AUTH,PFOS,0.0040 æg/L,Y,Y,0.0061,101,HILL RESERVOIR,E,Hill Entry Point,S,GW,EP,Region 3,PA
PA3060018,AQUA PA FLYING HILLS WA SYS,PFOA,0.0040 æg/L,Y,Y,0.0058,101,WELL 1,E,Entry Point,S,GW,EP,Region 3,PA
PA3060018,AQUA PA FLYING HILLS WA SYS,PFOS,0.0040 æg/L,Y,Y,0.0062,101,WELL 1,E,Entry Point,S,GW,EP,Region 3,PA
PA3390073,LCA WLSA CENTRAL DIVISION,PFOA,0.0040 æg/L,Y,Y,0.0044,00110,Well #10 Pump House,110,Well #10 Finished Water,L,GW,EP,Region 3,PA
PA3390073,LCA WLSA CENTRAL DIVISION,PFOA,0.0040 æg/L,Y,Y,0.0043,00116,Well #16 Wellhouse,116,Well #16 Finished Water,L,GW,EP,Region 3,PA
PA4190013,PA AMERICAN WATER BERWICK,PFOA,0.0040 æg/L,Y,Y,0.0076,00101,Treatment Plant,101,Treatment Plant Finished Water,L,GW,EP,Region 3,PA
PA5020010,CORAOPOLIS WATER & SEWER AUTH,PFOA,0.0040 æg/L,Y,Y,0.0047,101,CLEARWELL EFFLUENT,E,Clearwell Effluent Entry Point,S,GW,EP,Region 3,PA
PA5020010,CORAOPOLIS WATER & SEWER AUTH,PFOS,0.0040 æg/L,Y,Y,0.008,101,CLEARWELL EFFLUENT,E,Clearwell Effluent Entry Point,S,GW,EP,Region 3,PA
PA5020010,CORAOPOLIS WATER & SEWER AUTH,PFOS,0.0040 æg/L,Y,Y,0.0079,102,MOON INTER SCHOOL ST,E,Moon Inter School St Entry Point,S,SW,EP,Region 3,PA
PA7010022,LITTLESTOWN BORO,PFOA,0.0040 æg/L,Y,Y,0.0044,108,APPLER,E,Entry Point,S,GW,EP,Region 3,PA
PA7010022,LITTLESTOWN BORO,PFOS,0.0040 æg/L,Y,Y,0.012,108,APPLER,E,Entry Point,S,GW,EP,Region 3,PA
PA7010025,NEW OXFORD MUNCI AUTH,PFOS,0.0040 æg/L,Y,Y,0.0047,102,OXEN MEADOW,E,OXEN MEADOW,S,GW,EP,Region 3,PA
PA7210002,CARLISLE WATER TRMT PLT,PFOS,0.0040 æg/L,Y,Y,0.0082,00101,Water Plant,101,Pump House Finished Water,L,SW,EP,Region 3,PA
PA7210028,SUEZ MECHANICSBURG,PFOS,0.0040 æg/L,Y,Y,0.0062,00102,Market Street TP,102,Market Street Finished Water,L,GU,EP,Region 3,PA
PA7220034,MILLERSBURG WATER AUTH,PFOS,0.0040 æg/L,Y,Y,0.0092,104,TREATMENT PLANT 304,E,Entry Point 304,S,GW,EP,Region 3,PA
PA7360099,NEW HOLLAND BOROUGH,PFOS,0.0040 æg/L,Y,Y,0.0082,102,EAST END WELLS,E,Entry Point for East End Wells,S,GW,EP,Region 3,PA
PA7360099,NEW HOLLAND BOROUGH,PFOA,0.0040 æg/L,Y,Y,0.0051,103,CUSTER AVE Well,E,Entry Point for Custer Avenue Well,S,GW,EP,Region 3,PA
PA7360099,NEW HOLLAND BOROUGH,PFOS,0.0040 æg/L,Y,Y,0.0074,104,WELL 4,E,Entry Point for Well 4,S,GW,EP,Region 3,PA
PA7360113,EAST COCALICO TOWNSHIP,PFOS,0.0040 æg/L,Y,Y,0.0047,104,WELLS 5 & 6,E,Entry Point 104,S,GW,EP,Region 3,PA
PA7360113,EAST COCALICO TOWNSHIP,PFOS,0.0040 æg/L,Y,Y,0.0041,109,WELL #11,E,Entry Point 109,S,GW,EP,Region 3,PA
PA7360124,ELIZABETHTOWN AREA WATER,PFOS,0.0040 æg/L,Y,Y,0.005,00102,Well #4 Treatment,102,Well #4 Finished Tap,L,GW,EP,Region 3,PA
